fold,seed,detector,task,auroc,n
5,1,hand:cum_mean_token_prob [task-rel],5,0.40898617511520735,87
5,1,hand:cum_mean_token_prob [task-rel],6,0.3888888888888889,63
5,1,hand:cum_dpos,-1,0.5071105365223012,210
5,1,hand:cum_dpos,2,0.4922222222222222,60
5,1,hand:cum_dpos,5,0.48934331797235026,87
5,1,hand:cum_dpos,6,0.5161616161616162,63
5,1,hand:cum_dpos [task-rel],-1,0.4692030658417213,210
5,1,hand:cum_dpos [task-rel],2,0.48,60
5,1,hand:cum_dpos [task-rel],5,0.5380184331797235,87
5,1,hand:cum_dpos [task-rel],6,0.3838383838383838,63
5,1,hand:cum_drot,-1,0.498106935081725,210
5,1,hand:cum_drot,2,0.41444444444444445,60
5,1,hand:cum_drot,5,0.5374423963133641,87
5,1,hand:cum_drot,6,0.6,63
5,1,hand:cum_drot [task-rel],-1,0.5357835441869055,210
5,1,hand:cum_drot [task-rel],2,0.6188888888888889,60
5,1,hand:cum_drot [task-rel],5,0.506336405529954,87
5,1,hand:cum_drot [task-rel],6,0.4111111111111111,63
5,1,hand:dgripper,-1,0.4957983193277311,210
5,1,hand:dgripper,2,0.48333333333333334,60
5,1,hand:dgripper,5,0.5,87
5,1,hand:dgripper,6,0.5,63
5,1,hand:dgripper [task-rel],-1,0.49866100286268356,210
5,1,hand:dgripper [task-rel],2,0.5166666666666667,60
5,1,hand:dgripper [task-rel],5,0.5,87
5,1,hand:dgripper [task-rel],6,0.48333333333333334,63
